Player,Team,Position,Hollinger_MPG,Hollinger_PF,Hollinger_PFPG,Hollinger_PFP48M,PF_per_MIN,Hollinger_FLAG,Hollinger_TECH,Hollinger_EJECT,GP,MIN_per_game,Total_MIN,STL_per_game,Total_STL,STL_per_MIN,BLK_per_game,Total_BLK,BLK_per_MIN,Opp_FGM_at_Rim_per_game,Total_Opp_FGM_at_Rim,Opp_FGM_at_Rim_per_min,Opp_FGA_at_Rim_per_game,Total_Opp_FGA_at_Rim,Opp_FGA_at_Rim_per_Minute,Opp_FGP_at_Rim,Catch_and_Shoot_Total_PTS,Catch_and_Shoot_PTS_per_game,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FGM_per_game,Total_Catch_and_Shoot_FGM,Catch_and_Shoot_FGM_per_Minute,Catch_and_Shoot_FGA_per_game,Total_Catch_and_Shoot_FGA,Catch_and_Shoot_FGA_per_Minute,Catch_and_Shoot_FG_PCT,Catch_and_Shoot_3FGM_per_game,Total_Catch_and_Shoot_3FGM,Catch_and_Shoot_3FGM_per_Minute,Catch_and_Shoot_3FGA_per_game,Total_Catch_and_Shoot_3FGA,Catch_and_Shoot_3FGA_per_Minute,Catch_and_Shoot_3FG_PCT,Catch_and_Shoot_eFG_PCT,REB_per_game,Total_REB,REB_per_Minute,Percentage_of_rebounds_per_chance,REB_Chances_per_game,Total_REB_Chances,REB_Chances_per_Minute,Contested_REB_per_game,Total_Contested_REB,Contested_REB_per_Minute,Uncontested_REB_per_game,Total_Uncontested_REB,Uncontested_REB_per_Minute,Contested_REB_Percentage,Distance_Traveled_Per_Game_miles,Distance_Traveled_total_miles,Distance_Traveled_per_Minute,Average_Speed_mph,Distance_Traveled_Per_48_Minutes_miles,Pull_Up_Shots_Total_PTS,Pull_Up_Shots_PTS_per_game,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FGM_per_game,Total_Pull_Up_Shots_FGM,Pull_Up_Shots_FGM_per_Minute,Pull_Up_Shots_FGA_per_game,Total_Pull_Up_Shots_FGA,Pull_Up_Shots_FGA_per_Minute,Pull_Up_Shots_FG_PCT,Pull_Up_Shots_FG3M_per_game,Total_Pull_Up_Shots_FG3M,Pull_Up_Shots_FG3M_per_Minute,Pull_Up_Shots_FG3A_per_game,Total_Pull_Up_Shots_FG3A,Pull_Up_Shots_FG3A_per_Minute,Pull_Up_Shots_FG3_PCT,Pull_Up_Shots_EFG_PCT,PTS_per_game,Total_PTS,PTS_per_Minute,Drives_PTS_per_game,Total_Drives_PTS,Drives_PTS_per_Minute,Drives_FG_PCT,Close_Shots_PTS_per_game,Total_Close_Shots_PTS,Close_Shots_PTS_per_Minute,Close_Shots_FG_PCT,Catch_and_Shoot_PTS_per_game,Total_Catch_and_Shoot_PTS,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FG_PCT,Pull_Up_Shots_PTS_per_game,Total_Pull_Up_Shots_PTS,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FG_PCT,eFG_PCT,FG_PCT_on_Drives,Drives_Per_Game,Total_Drives,Drives_per_Minute,Player_PPG_on_Drives,Total_Player_PTS_on_Drives,Player_PTS_on_Drives_per_Minute,Team_PPG_on_Drives,Total_Team_Points_on_Drives,Team_Points_on_Drives_per_Minute,PTS_Per_48_Min_on_Drives,AST_per_game,Total_AST,AST_per_Minute,Passes_per_game,Total_Passes,Passes_per_Minute,FT_Assists_per_game,Total_FT_Assists,FT_Assists_per_Minute,Secondary_Assists_per_game,Total_Secondary_Assists,Secondary_Assists_per_Minute,Assist_opportunities_per_game,Total_Assist_opportunities,Assist_opportunities_per_Minute,Points_created_by_assist_per_game,Total_Points_created_by_assist,Points_created_by_assist_per_Minute,Points_Created_by_AST_Per_48_Min,Touches_per_game,Total_Touches,Touches_per_Minute,Front_Court_Touches_per_game,Total_Front_Court_Touches,Front_Court_Touches_per_Minute,Time_of_Possession_per_game__min,Total_Time_of_Possession,Close_Touches_per_game,Total_Close_Touches,Close_Touches_per_Minute,Elbow_Touches_per_game,Total_Elbow_Touches,Elbow_Touches_per_Minute,PTS_Per_Touch,PTS_Per_Half_Court_Touch
Dorell Wright,POR,SF,13.9,20,0.7,2.6,0.1,0,0,0,27,14,378,0.3,8.1,0.0214285714,0.1,4,0.0105820106,0.6,16.2,0.0428571429,1.3,35.1,0.0928571429,0.47,90.00,3.30,,1.10,29.7,0.0785714286,2.70,72.9,0.1928571429,0.41,1.1,29.7,0.0785714286,2.7,72.9,0.1928571429,0.411,0.608,2.4,64,0.1693121693,0.598,4,108,0.2857142857,0.4,10.8,0.0285714286,2,54,0.1428571429,0.172,1,27.1,0.0716931217,4.3,3.4,18,0.7,0.0018518519,0.3,8.1,0.0214285714,1.1,29.7,0.0785714286,0.258,0.1,2.7,0.0071428571,0.3,8.1,0.0214285714,0.286,0.29,5.1,137.7,0.3642857143,0.3,8.1,0.0214285714,0.6,0.1,2.7,0.0071428571,0.333,3.3,89.1,0.2357142857,0.405,0.7,18.9,0.05,0.258,0.525,0.6,0.5,13,0.0343915344,0.3,8,0.0211640212,0.6,16.2,0.0428571429,1,0.6,17,0.044973545,14.1,380.7,1.0071428571,0.1,2.7,0.0071428571,0.2,5.4,0.0142857143,1.6,43.2,0.1142857143,1.6,43.2,0.1142857143,5.5,19.6,528,1.3968253968,13.4,361.8,0.9571428571,0.5,13.5,0.6,16.2,0.0428571429,0.7,18.9,0.05,0.26,0.38
Doron Lamb,ORL,SG,8.1,3,0.3,2.0,0.0,0,0,0,9,8.2,73.8,0,0,0,0,0,0,0.3,2.7,0.0365853659,0.4,3.6,0.0487804878,0.75,5.00,0.60,,0.20,1.8,0.0243902439,1.10,9.9,0.1341463415,0.20,0.1,0.9,0.012195122,0.9,8.1,0.1097560976,0.125,0.25,0.2,2,0.027100271,0.25,0.9,8.1,0.1097560976,0,0,0,0.2,1.8,0.0243902439,0,0.6,5.1,0.0691056911,4.1,3.3,10,1.1,0.0149051491,0.4,3.6,0.0487804878,0.8,7.2,0.0975609756,0.571,0.2,1.8,0.0243902439,0.3,2.7,0.0365853659,0.667,0.714,1.4,12.6,0.1707317073,0,0,0,0,0,0,0,0,0.6,5.4,0.0731707317,0.2,1.1,9.9,0.1341463415,0.571,0.393,0,0.2,2,0.027100271,0,0,0,0,0,0,0,0.8,7,0.0948509485,8.2,73.8,1,0,0,0,0.1,0.9,0.012195122,1.3,11.7,0.1585365854,1.9,17.1,0.2317073171,11,10.7,96,1.3008130081,8.3,74.7,1.012195122,0.4,3.6,0.1,0.9,0.012195122,0.3,2.7,0.0365853659,0.14,0.17
Draymond Green,GSW,SF,20.3,66,2.4,5.8,0.1,1,4,1,25,20.6,515,0.9,22.5,0.0436893204,0.8,19,0.0368932039,1.4,35,0.067961165,3.1,77.5,0.1504854369,0.46,70.00,2.80,,1.00,25,0.0485436893,2.50,62.5,0.1213592233,0.42,0.7,17.5,0.0339805825,2,50,0.0970873786,0.367,0.565,4.4,110,0.213592233,0.601,7.3,182.5,0.354368932,1.4,35,0.067961165,3,75,0.145631068,0.318,1.4,35.3,0.0685436893,4.1,3.3,14,0.6,0.0011650485,0.2,5,0.0097087379,0.4,10,0.0194174757,0.6,0.1,2.5,0.0048543689,0.1,2.5,0.0048543689,0.667,0.7,4.9,122.5,0.2378640777,0.4,10,0.0194174757,0.25,0.6,15,0.0291262136,0.857,2.8,70,0.1359223301,0.419,0.6,15,0.0291262136,0.6,0.482,0.25,1,25,0.0485436893,0.4,11,0.0213592233,0.8,20,0.0388349515,1,1.3,32,0.0621359223,22.7,567.5,1.1019417476,0.1,2.5,0.0048543689,0.4,10,0.0194174757,2.5,62.5,0.1213592233,3.2,80,0.1553398058,7.5,29.4,735,1.427184466,15.5,387.5,0.7524271845,0.8,20,0.5,12.5,0.0242718447,0.8,20,0.0388349515,0.17,0.32
Dwight Buycks,TOR,PG,10.1,10,0.8,4.0,0.1,0,0,0,12,10.1,121.2,0.5,6,0.0495049505,0,0,0,0.1,1.2,0.0099009901,0.4,4.8,0.0396039604,0.20,15.00,1.30,,0.40,4.8,0.0396039604,0.80,9.6,0.0792079208,0.50,0.4,4.8,0.0396039604,0.8,9.6,0.0792079208,0.5,0.75,1.7,20,0.1650165017,0.541,3.1,37.2,0.3069306931,0.2,2.4,0.0198019802,1.5,18,0.1485148515,0.1,0.7,8.9,0.0734323432,4.4,3.5,4,0.3,0.0024752475,0.2,2.4,0.0198019802,1.7,20.4,0.1683168317,0.1,0,0,0,0.4,4.8,0.0396039604,0,0.1,3.4,40.8,0.3366336634,0.8,9.6,0.0792079208,0.3,0.3,3.6,0.0297029703,1,1.3,15.6,0.1287128713,0.5,0.3,3.6,0.0297029703,0.1,0.402,0.3,2.1,25,0.2062706271,0.8,9,0.0742574257,2.5,30,0.2475247525,3.6,0.8,10,0.0825082508,16.5,198,1.6336633663,0,0,0,0.3,3.6,0.0297029703,2.1,25.2,0.2079207921,2.1,25.2,0.2079207921,9.9,21.8,261,2.1534653465,19.6,235.2,1.9405940594,1.8,21.6,0.3,3.6,0.0297029703,1,12,0.099009901,0.16,0.17
Dwight Howard,HOU,PF,33.6,93,3.6,5.1,0.1,0,5,0,26,33.7,876.2,0.8,20.8,0.0237388724,1.8,47,0.0536407213,4.6,119.6,0.1364985163,9.8,254.8,0.2908011869,0.47,7.00,0.30,,0.10,2.6,0.0029673591,0.30,7.8,0.0089020772,0.43,0,0,0,0.1,2.6,0.0029673591,0.5,0.5,13,339,0.3868979685,0.695,18.8,488.8,0.5578635015,4.5,117,0.1335311573,8.5,221,0.2522255193,0.348,2.2,56.3,0.0642547364,3.9,3.1,0,0,0,0,0,0,0.1,2.6,0.0029673591,0,0,0,0,0,0,0,0,0,17.7,460.2,0.5252225519,0.3,7.8,0.0089020772,0,5.4,140.4,0.1602373887,0.652,0.3,7.8,0.0089020772,0.429,0,0,0,0,0.582,0,0.3,9,0.0102716275,0.3,7,0.0079890436,0.4,10.4,0.0118694362,0.4,1.7,43,0.0490755535,41.1,1068.6,1.2195845697,0.2,5.2,0.0059347181,0.5,13,0.0148367953,3.5,91,0.1038575668,4.1,106.6,0.1216617211,5.9,59.5,1546,1.7644373431,31.5,819,0.9347181009,1.6,41.6,6.5,169,0.1928783383,3.3,85.8,0.0979228487,0.3,0.56
Dwyane Wade,MIA,SG,33.7,45,2.4,3.4,0.1,0,1,0,19,33.9,644.1,2,38,0.0589970501,0.6,11,0.0170780935,1.3,24.7,0.0383480826,2.7,51.3,0.0796460177,0.49,32.00,1.70,,0.80,15.2,0.0235988201,2.10,39.9,0.0619469027,0.39,0.1,1.9,0.0029498525,0.4,7.6,0.01179941,0.25,0.41,4.7,90,0.1397298556,0.647,7.3,138.7,0.215339233,0.9,17.1,0.0265486726,3.8,72.2,0.1120943953,0.2,2.3,43.3,0.0672255861,4,3.2,74,3.9,0.0060549604,1.9,36.1,0.0560471976,4.8,91.2,0.1415929204,0.407,0,0,0,0.1,1.9,0.0029498525,0,0.407,19.9,378.1,0.587020649,4.1,77.9,0.1209439528,0.569,2.9,55.1,0.0855457227,0.622,1.7,32.3,0.0501474926,0.385,3.9,74.1,0.1150442478,0.407,0.544,0.569,6.4,122,0.1894115821,4.1,78,0.1210992082,7.8,148.2,0.2300884956,5.8,4.8,92,0.1428349635,37.8,718.2,1.1150442478,0.4,7.6,0.01179941,1.2,22.8,0.0353982301,8.8,167.2,0.2595870206,11.3,214.7,0.3333333333,15.9,59.7,1135,1.7621487347,48.3,917.7,1.4247787611,3,57,3.5,66.5,0.1032448378,5.5,104.5,0.1622418879,0.33,0.41
ETwaun Moore,ORL,PG,20.9,33,1.3,2.9,0.1,0,0,0,26,20.9,543.4,0.8,20.8,0.038277512,0.1,3,0.005520795,0.8,20.8,0.038277512,1.5,39,0.0717703349,0.58,56.00,2.20,,0.70,18.2,0.033492823,2.20,57.2,0.1052631579,0.34,0.7,18.2,0.033492823,1.8,46.8,0.0861244019,0.375,0.5,1.9,50,0.0920132499,0.532,3.6,93.6,0.1722488038,0.3,7.8,0.014354067,1.6,41.6,0.0765550239,0.18,1.5,39.2,0.0721383879,4.3,3.5,39,1.5,0.0027603975,0.7,18.2,0.033492823,1.7,44.2,0.0813397129,0.4,0.1,2.6,0.004784689,0.3,7.8,0.014354067,0.375,0.433,6.3,163.8,0.3014354067,1.1,28.6,0.0526315789,0.343,0.3,7.8,0.014354067,0.667,2.2,57.2,0.1052631579,0.339,1.5,39,0.0717703349,0.4,0.487,0.343,2.2,57,0.1048951049,1.1,29,0.0533676849,2.2,57.2,0.1052631579,2.6,1.7,43,0.0791313949,15.9,413.4,0.7607655502,0.2,5.2,0.009569378,0.3,7.8,0.014354067,3.5,91,0.1674641148,3.8,98.8,0.1818181818,8.7,23.1,600,1.1041589989,20,520,0.956937799,1,26,0.5,13,0.023923445,0.9,23.4,0.043062201,0.27,0.32
Earl Clark,CLE,SF,17.1,34,1.6,4.5,0.1,0,0,0,21,17.2,361.2,0.5,10.5,0.0290697674,0.4,8,0.0221483942,1.4,29.4,0.0813953488,2.4,50.4,0.1395348837,0.60,84.00,4.00,,1.50,31.5,0.0872093023,3.10,65.1,0.1802325581,0.47,1,21,0.0581395349,2.3,48.3,0.1337209302,0.449,0.636,3.1,65,0.1799557032,0.619,5,105,0.2906976744,0.7,14.7,0.0406976744,2.4,50.4,0.1395348837,0.231,1.3,26.8,0.0741971207,4.4,3.6,8,0.4,0.0011074197,0.2,4.2,0.011627907,1.1,23.1,0.0639534884,0.167,0,0,0,0.1,2.1,0.0058139535,0,0.167,5.9,123.9,0.3430232558,0.7,14.7,0.0406976744,0.5,0.2,4.2,0.011627907,0.667,4,84,0.2325581395,0.47,0.4,8.4,0.023255814,0.167,0.522,0.5,0.9,19,0.0526024363,0.7,15,0.0415282392,1.1,23.1,0.0639534884,2,0.3,7,0.019379845,16.1,338.1,0.9360465116,0.1,2.1,0.0058139535,0.3,6.3,0.0174418605,1,21,0.0581395349,0.8,16.8,0.0465116279,2.3,22.9,480,1.3289036545,13.9,291.9,0.8081395349,0.5,10.5,0.6,12.6,0.0348837209,0.5,10.5,0.0290697674,0.26,0.43
Earl Watson,POR,PG,6.7,8,1.3,9.6,0.2,0,0,0,6,6.6,39.6,0.2,1.2,0.0303030303,0,0,0,0.2,1.2,0.0303030303,0.3,1.8,0.0454545455,0.50,0.00,0.00,,0.00,0,0,0.30,1.8,0.0454545455,0.00,0,0,0,0.2,1.2,0.0303030303,0,0,0.5,3,0.0757575758,0.5,1,6,0.1515151515,0.3,1.8,0.0454545455,0.2,1.2,0.0303030303,0.667,0.5,2.8,0.0707070707,4.2,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.8,0.0454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2,0.0505050505,0,0,0,0.8,4.8,0.1212121212,0,1.3,8,0.202020202,12,72,1.8181818182,0.2,1.2,0.0303030303,0.2,1.2,0.0303030303,1.5,9,0.2272727273,3,18,0.4545454545,21.7,14.5,87,2.196969697,11.7,70.2,1.7727272727,1.1,6.6,0,0,0,0.2,1.2,0.0303030303,0.02,0.03
Ed Davis,MEM,PF,16.2,36,1.9,5.6,0.1,1,0,0,19,16.3,309.7,0.2,3.8,0.0122699387,0.8,16,0.0516628996,1.4,26.6,0.0858895706,3.5,66.5,0.2147239264,0.39,18.00,0.90,,0.50,9.5,0.0306748466,1.00,19,0.0613496933,0.47,0,0,0,0,0,0,0,0.474,3.9,74,0.2389409106,0.517,7.5,142.5,0.4601226994,1.6,30.4,0.0981595092,2.3,43.7,0.1411042945,0.419,1.2,22.1,0.07135938,4.3,3.4,6,0.3,0.0009686794,0.2,3.8,0.0122699387,0.5,9.5,0.0306748466,0.333,0,0,0,0,0,0,0,0.333,6.4,121.6,0.3926380368,0.1,1.9,0.0061349693,0.5,2,38,0.1226993865,0.531,0.9,17.1,0.0552147239,0.474,0.3,5.7,0.018404908,0.333,0.536,0.5,0.1,2,0.0064578624,0.1,2,0.0064578624,0.1,1.9,0.0061349693,0.3,0.5,10,0.0322893122,17.4,330.6,1.0674846626,0.1,1.9,0.0061349693,0.2,3.8,0.0122699387,1.3,24.7,0.0797546012,1.2,22.8,0.0736196319,3.6,24.6,467,1.5079108815,12.1,229.9,0.7423312883,0.5,9.5,2.7,51.3,0.1656441718,3.3,62.7,0.2024539877,0.26,0.53
Ekpe Udoh,MIL,PF,21.7,57,2.6,5.7,0.1,0,0,0,22,21.9,481.8,0.5,11,0.0228310502,1.2,26,0.0539643005,2.5,55,0.1141552511,5.4,118.8,0.2465753425,0.45,10.00,0.50,,0.20,4.4,0.0091324201,0.90,19.8,0.0410958904,0.26,0,0,0,0,0,0,0,0.263,4.1,90,0.1867995019,0.457,9,198,0.4109589041,1.4,30.8,0.0639269406,2.7,59.4,0.1232876712,0.344,1.4,31.4,0.0651722707,3.9,3.1,10,0.5,0.001037775,0.2,4.4,0.0091324201,0.5,11,0.0228310502,0.5,0,0,0,0,0,0,0,0.5,4.5,99,0.2054794521,0.3,6.6,0.0136986301,0.667,2,44,0.0913242009,0.548,0.5,11,0.0228310502,0.263,0.5,11,0.0228310502,0.5,0.424,0.667,0.3,7,0.0145288501,0.3,6,0.0124533001,0.3,6.6,0.0136986301,0.6,0.7,16,0.0332088003,24.4,536.8,1.1141552511,0,0,0,0.5,11,0.0228310502,1.2,26.4,0.0547945205,1.7,37.4,0.0776255708,3.7,31,682,1.4155251142,17.5,385,0.799086758,0.7,15.4,2.2,48.4,0.100456621,4.7,103.4,0.2146118721,0.14,0.25
Elias Harris,LAL,SF,5.5,0,0.0,0.0,0.0,0,0,0,2,5.7,11.4,0.5,1,0.0877192982,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.5,1,0.0877192982,1,0.5,1,0.0877192982,0.5,1,0.0877192982,0,0,0,1,0.4,0.8,0.0701754386,4.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.0877192982,0,0,0,0,0,0,0,0.5,1,0.0877192982,4,8,0.701754386,0,0,0,0,0,0,0.5,1,0.0877192982,1,2,0.1754385965,8.4,5,10,0.8771929825,4,8,0.701754386,0.1,0.2,1,2,0.1754385965,0.5,1,0.0877192982,0,0
Elliot Williams,PHI,SG,10.5,15,1.3,5.7,0.1,0,0,0,12,10.5,126,0.2,2.4,0.019047619,0.1,1,0.0079365079,0.3,3.6,0.0285714286,0.3,3.6,0.0285714286,0.75,9.00,0.80,,0.30,3.6,0.0285714286,1.00,12,0.0952380952,0.25,0.3,3.6,0.0285714286,0.8,9.6,0.0761904762,0.3,0.375,1.1,13,0.1031746032,0.619,1.8,21.6,0.1714285714,0.2,2.4,0.019047619,0.9,10.8,0.0857142857,0.154,0.8,9,0.0714285714,4.3,3.4,9,0.8,0.0063492063,0.3,3.6,0.0285714286,1.3,15.6,0.1238095238,0.267,0.1,1.2,0.0095238095,0.4,4.8,0.0380952381,0.2,0.3,3.6,43.2,0.3428571429,0.6,7.2,0.0571428571,0.125,0.4,4.8,0.0380952381,0.5,0.8,9.6,0.0761904762,0.25,0.8,9.6,0.0761904762,0.267,0.4,0.125,1.1,13,0.1031746032,0.6,7,0.0555555556,0.6,7.2,0.0571428571,2.7,0.3,4,0.0317460317,7.7,92.4,0.7333333333,0.1,1.2,0.0095238095,0.2,2.4,0.019047619,1,12,0.0952380952,0.9,10.8,0.0857142857,4.2,12.3,147,1.1666666667,11.1,133.2,1.0571428571,0.5,6,0.4,4.8,0.0380952381,0.2,2.4,0.019047619,0.29,0.32
Elton Brand,ATL,PF,11.1,26,1.4,6.2,0.1,0,0,0,18,11.2,201.6,0.3,5.4,0.0267857143,0.7,12,0.0595238095,1.8,32.4,0.1607142857,3.7,66.6,0.3303571429,0.48,20.00,1.10,,0.60,10.8,0.0535714286,1.10,19.8,0.0982142857,0.50,0,0,0,0,0,0,0,0.5,3.3,59,0.2926587302,0.628,5.2,93.6,0.4642857143,1.6,28.8,0.1428571429,1.7,30.6,0.1517857143,0.475,0.8,13.6,0.0674603175,4,3.2,2,0.1,0.0004960317,0.1,1.8,0.0089285714,0.4,7.2,0.0357142857,0.143,0,0,0,0,0,0,0,0.143,2.9,52.2,0.2589285714,0.1,1.8,0.0089285714,0.5,0.9,16.2,0.0803571429,0.5,1.1,19.8,0.0982142857,0.5,0.1,1.8,0.0089285714,0.143,0.476,0.5,0.1,2,0.0099206349,0.1,2,0.0099206349,0.1,1.8,0.0089285714,0.5,0.6,10,0.0496031746,14.3,257.4,1.2767857143,0.1,1.8,0.0089285714,0.2,3.6,0.0178571429,1.1,19.8,0.0982142857,1.4,25.2,0.125,6.2,18.1,326,1.6170634921,9.9,178.2,0.8839285714,0.4,7.2,1.5,27,0.1339285714,2,36,0.1785714286,0.16,0.29
Enes Kanter,UTA,C,27.1,85,3.1,5.6,0.1,0,0,0,27,27.3,737.1,0.3,8.1,0.010989011,0.7,20,0.0271333605,3.9,105.3,0.1428571429,7.2,194.4,0.2637362637,0.53,62.00,2.30,,1.10,29.7,0.0402930403,2.70,72.9,0.0989010989,0.42,0,0,0,0,0,0,0,0.419,5.7,155,0.2102835436,0.525,10.9,294.3,0.3992673993,3.1,83.7,0.1135531136,2.6,70.2,0.0952380952,0.548,1.8,49.8,0.0675620676,4.1,3.2,8,0.3,0.0004070004,0.1,2.7,0.0036630037,0.6,16.2,0.021978022,0.267,0,0,0,0,0,0,0,0.267,11.4,307.8,0.4175824176,0.1,2.7,0.0036630037,0.111,3.7,99.9,0.1355311355,0.524,2.3,62.1,0.0842490842,0.419,0.3,8.1,0.010989011,0.267,0.472,0.111,0.5,13,0.0176366843,0.1,3,0.0040700041,0.3,8.1,0.010989011,0.2,0.8,21,0.0284900285,23.1,623.7,0.8461538462,0,0,0,0.2,5.4,0.0073260073,1.6,43.2,0.0586080586,1.9,51.3,0.0695970696,3.4,37.1,1001,1.3580246914,22.7,612.9,0.8315018315,1,27,5.1,137.7,0.1868131868,4.3,116.1,0.1575091575,0.31,0.5
Eric Bledsoe,PHX,PG,34.5,42,2.3,3.2,0.1,0,1,0,18,34.7,624.6,1.7,30.6,0.0489913545,0.3,5,0.0080051233,0.9,16.2,0.0259365994,2.8,50.4,0.0806916427,0.34,19.00,1.10,,0.40,7.2,0.0115273775,1.80,32.4,0.0518731988,0.22,0.3,5.4,0.0086455331,1.4,25.2,0.0403458213,0.192,0.297,4.3,78,0.1248799232,0.614,7.1,127.8,0.204610951,0.9,16.2,0.0259365994,3.4,61.2,0.0979827089,0.218,2.3,42,0.0672430355,4,3.2,138,7.7,0.0123278898,3.4,61.2,0.0979827089,7.9,142.2,0.2276657061,0.427,0.9,16.2,0.0259365994,2.1,37.8,0.060518732,0.432,0.483,19.2,345.6,0.553314121,5.9,106.2,0.1700288184,0.571,0.4,7.2,0.0115273775,0.4,1.1,19.8,0.0317002882,0.219,7.7,138.6,0.2219020173,0.427,0.528,0.571,7.2,129,0.2065321806,5.9,106,0.1697086135,8.2,147.6,0.2363112392,8.1,6.4,116,0.1857188601,54.5,981,1.5706051873,0.5,9,0.0144092219,0.6,10.8,0.0172910663,12.1,217.8,0.34870317,15.5,279,0.446685879,21.4,77.1,1387,2.2206211976,66.5,1197,1.916426513,6.2,111.6,0.7,12.6,0.0201729107,5,90,0.144092219,0.25,0.29
Eric Gordon,NOP,SG,32,38,1.6,2.4,0.1,0,0,0,24,32.1,770.4,1.5,36,0.046728972,0.3,6,0.007788162,1.3,31.2,0.0404984424,1.8,43.2,0.0560747664,0.72,89.00,3.70,,1.30,31.2,0.0404984424,3.00,72,0.0934579439,0.42,1.2,28.8,0.0373831776,2.7,64.8,0.0841121495,0.446,0.618,2.7,65,0.0843717549,0.575,4.7,112.8,0.1464174455,0.6,14.4,0.0186915888,2.1,50.4,0.0654205607,0.215,2.2,53.2,0.0690550363,4.1,3.3,70,2.9,0.0037642783,1.3,31.2,0.0404984424,4.1,98.4,0.1277258567,0.323,0.3,7.2,0.0093457944,1,24,0.031152648,0.24,0.354,15.3,367.2,0.476635514,4.6,110.4,0.1433021807,0.489,0.5,12,0.015576324,0.667,3.7,88.8,0.1152647975,0.417,2.9,69.6,0.0903426791,0.323,0.484,0.489,5.4,129,0.1674454829,4.6,110,0.1427829699,6.8,163.2,0.2118380062,6.8,3.2,76,0.0986500519,22.6,542.4,0.7040498442,0.3,7.2,0.0093457944,0.3,7.2,0.0093457944,6.4,153.6,0.199376947,6.9,165.6,0.214953271,10.3,39.9,957,1.242211838,34.2,820.8,1.0654205607,1.9,45.6,0.7,16.8,0.0218068536,3.2,76.8,0.0996884735,0.38,0.45
Eric Maynor,WAS,PG,10,11,0.6,2.7,0.1,0,0,0,20,10,200,0.3,6,0.03,0.1,1,0.005,0.3,6,0.03,0.3,6,0.03,0.83,21.00,1.10,,0.30,6,0.03,0.90,18,0.09,0.39,0.3,6,0.03,0.8,16,0.08,0.412,0.583,1.2,24,0.12,0.667,1.8,36,0.18,0.1,2,0.01,1.1,22,0.11,0.125,0.7,14.5,0.0725,4.4,3.5,19,0.9,0.0045,0.5,10,0.05,1.8,36,0.18,0.25,0.1,2,0.01,0.3,6,0.03,0.167,0.264,2.6,52,0.26,0.3,6,0.03,0.214,0,0,0,0,1.1,22,0.11,0.389,0.9,18,0.09,0.25,0.368,0.214,1.3,25,0.125,0.3,7,0.035,0.5,10,0.05,1.7,1.9,38,0.19,22.2,444,2.22,0.1,2,0.01,0.6,12,0.06,3.9,78,0.39,4.7,94,0.47,22.6,27.6,553,2.765,21.9,438,2.19,1.9,38,0.1,2,0.01,0.7,14,0.07,0.09,0.12
Erik Murphy,CHI,PF,2.6,3,0.2,4.2,0.1,0,0,0,11,2.8,30.8,0,0,0,0.1,1,0.0324675325,0.4,4.4,0.1428571429,0.7,7.7,0.25,0.50,2.00,0.20,,0.10,1.1,0.0357142857,0.30,3.3,0.1071428571,0.33,0,0,0,0.1,1.1,0.0357142857,0,0.333,0.4,4,0.1298701299,0.308,1.2,13.2,0.4285714286,0.1,1.1,0.0357142857,0.3,3.3,0.1071428571,0.25,0.2,2.3,0.0746753247,4.4,3.5,0,0,0,0,0,0,0.3,3.3,0.1071428571,0,0,0,0,0,0,0,0,0,0.2,2.2,0.0714285714,0,0,0,0,0,0,0,0,0.2,2.2,0.0714285714,0.333,0,0,0,0,0.143,0,0.1,1,0.0324675325,0,0,0,0,0,0,0,0,0,0,4.5,49.5,1.6071428571,0,0,0,0,0,0,0.1,1.1,0.0357142857,0,0,0,0,5.5,60,1.9480519481,2.2,24.2,0.7857142857,0.1,1.1,0.1,1.1,0.0357142857,0.5,5.5,0.1785714286,0.03,0.08
